component_id,lot_id,value_0h,value_24h,value_96h,value_168h,defect_type,is_defect
COMP_01925,Lot_C,10.016,10.157,10.554,10.962,Healthy,0
COMP_01926,Lot_A,7.997,8.231,8.885,9.434,Healthy,0
COMP_01927,Lot_B,10.623,10.882,11.682,12.08,Healthy,0
COMP_01928,Lot_B,13.02,13.375,13.852,14.272,Healthy,0
COMP_01929,Lot_B,12.769,13.035,13.536,13.973,Healthy,0
COMP_01930,Lot_A,8.155,8.368,8.587,8.898,Healthy,0
COMP_01931,Lot_B,14.048,14.335,14.666,14.825,Healthy,0
COMP_01932,Lot_B,12.843,13.167,13.56,13.765,Healthy,0
COMP_01933,Lot_B,12.352,12.628,13.227,13.551,Healthy,0
COMP_01934,Lot_B,14.16,14.486,14.795,15.27,Healthy,0
COMP_01935,Lot_B,13.325,14.283,26.425,44.111,Latent Defect,1
COMP_01936,Lot_C,8.251,8.444,8.78,9.062,Healthy,0
COMP_01937,Lot_A,8.144,8.373,8.788,9.128,Healthy,0
COMP_01938,Lot_C,10.529,11.579,22.851,37.788,Latent Defect,1
COMP_01939,Lot_B,13.677,14.058,14.487,14.856,Healthy,0
COMP_01940,Lot_A,7.726,8.823,20.675,40.546,Latent Defect,1
COMP_01941,Lot_A,8.835,8.93,9.294,9.818,Healthy,0
COMP_01942,Lot_A,8.829,9.122,9.592,9.881,Healthy,0
COMP_01943,Lot_C,10.299,10.427,10.684,10.961,Healthy,0
COMP_01944,Lot_C,10.173,10.297,10.763,11.013,Healthy,0
COMP_01945,Lot_C,9.226,9.58,10.035,10.294,Healthy,0
COMP_01946,Lot_B,13.206,13.338,13.834,14.295,Healthy,0
COMP_01947,Lot_B,13.728,14.151,14.368,14.731,Healthy,0
COMP_01948,Lot_A,7.425,7.661,8.112,8.69,Healthy,0
COMP_01949,Lot_A,8.452,8.696,9.267,9.611,Healthy,0
COMP_01950,Lot_B,15.014,15.318,15.867,16.031,Healthy,0
COMP_01951,Lot_A,10.088,10.286,10.734,11.019,Healthy,0
COMP_01952,Lot_A,7.681,7.834,8.297,8.45,Healthy,0
COMP_01953,Lot_B,12.733,13.068,13.593,13.987,Healthy,0
COMP_01954,Lot_C,9.194,10.077,21.14,38.017,Latent Defect,1
COMP_01955,Lot_C,9.925,10.159,10.69,11.224,Healthy,0
COMP_01956,Lot_C,11.316,11.38,11.793,12.008,Healthy,0
COMP_01957,Lot_B,14.032,14.283,14.805,15.116,Healthy,0
COMP_01958,Lot_B,11.857,12.883,20.084,34.924,Latent Defect,1
COMP_01959,Lot_B,11.378,11.545,11.864,12.254,Healthy,0
COMP_01960,Lot_C,10.319,10.601,11.192,11.534,Healthy,0
COMP_01961,Lot_A,7.875,8.302,8.861,9.226,Healthy,0
COMP_01962,Lot_B,13.091,13.364,13.79,14.153,Healthy,0
COMP_01963,Lot_C,10.449,10.641,10.895,11.038,Healthy,0
COMP_01964,Lot_B,13.977,14.1,14.606,14.84,Healthy,0
COMP_01965,Lot_B,11.748,11.94,12.414,12.635,Healthy,0
COMP_01966,Lot_B,12.321,12.569,12.874,13.367,Healthy,0
COMP_01967,Lot_A,7.122,7.355,7.957,8.175,Healthy,0
COMP_01968,Lot_B,12.879,13.14,13.493,13.835,Healthy,0
COMP_01969,Lot_A,8.949,9.162,9.704,10.093,Healthy,0
COMP_01970,Lot_A,8.034,8.374,8.735,9.171,Healthy,0
COMP_01971,Lot_A,7.922,9.058,18.314,37.161,Latent Defect,1
COMP_01972,Lot_C,7.828,8.115,8.552,8.931,Healthy,0
COMP_01973,Lot_A,8.902,9.183,9.393,9.637,Healthy,0
COMP_01974,Lot_B,13.366,13.632,13.987,14.411,Healthy,0
COMP_01975,Lot_A,8.295,8.616,9.211,9.589,Healthy,0
COMP_01976,Lot_C,10.5,10.701,11.258,11.63,Healthy,0
COMP_01977,Lot_A,8.264,8.417,8.808,9.048,Healthy,0
COMP_01978,Lot_B,13.838,15.282,26.156,48.386,Latent Defect,1
COMP_01979,Lot_C,9.701,9.829,10.316,10.555,Healthy,0
COMP_01980,Lot_C,9.286,9.441,9.836,10.183,Healthy,0
COMP_01981,Lot_A,8.719,8.921,9.499,9.828,Healthy,0
COMP_01982,Lot_C,9.291,9.559,10.245,10.628,Healthy,0
COMP_01983,Lot_B,12.601,13.495,22.666,41.254,Latent Defect,1
COMP_01984,Lot_B,12.574,12.69,13.038,13.534,Healthy,0
COMP_01985,Lot_A,9.647,9.826,10.357,10.589,Healthy,0
COMP_01986,Lot_A,9.623,9.893,10.457,10.636,Healthy,0
COMP_01987,Lot_C,10.61,10.859,11.411,11.853,Healthy,0
COMP_01988,Lot_B,13.072,13.274,13.818,14.162,Healthy,0
COMP_01989,Lot_B,12.04,12.216,12.489,12.788,Healthy,0
COMP_01990,Lot_C,10.992,11.257,11.643,12.074,Healthy,0
COMP_01991,Lot_C,9.251,9.508,9.937,10.365,Healthy,0
COMP_01992,Lot_A,7.238,8.268,15.311,32.662,Latent Defect,1
COMP_01993,Lot_B,14.333,14.542,14.931,15.368,Healthy,0
COMP_01994,Lot_A,9.355,9.598,10.13,10.372,Healthy,0
COMP_01995,Lot_C,11.24,11.662,12.175,12.316,Healthy,0
COMP_01996,Lot_B,12.386,29.224,62.117,132.295,Gross Failure,1
COMP_01997,Lot_C,10.529,23.41,58.571,111.421,Gross Failure,1
COMP_01998,Lot_A,8.354,8.56,9.151,9.712,Healthy,0
COMP_01999,Lot_A,7.355,7.451,7.872,8.07,Healthy,0
COMP_02000,Lot_A,8.537,8.847,9.476,9.846,Healthy,0
